,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,result,sentiment
0,b95cc309-4fae-44ee-8efd-db723d09dd4b,Paul D Hinds,https://play-lh.googleusercontent.com/a-/AFdZucpM6mLHyAvNDubpTGet1rCoy0LxFxe8mgYJY8UXLg,"Downloaded and Hiding - every time I want to open this app, I have to first go to the Play Store and search for it to open it. The only other thing I wish I could change is during chromecasting, I wish I could control the playback speed. Definitely the hiding app is the most annoying thing though.",0.9989163875579834,0,0.248.0,2022-09-05 23:44:39,,,"[{'label': 'NEGATIVE', 'score': 0.9989163875579834}]",NEGATIVE
1,c34f0a27-fd1b-4248-8575-9cc91bac20e5,Uzaid Bhat,https://play-lh.googleusercontent.com/a-/AFdZucrNrAisuMPKAjVbNlDIoPiN5JMZnHZmPQuWw6S2-w,Awesome app easy to understand the courses given in this app and is very useful for learning new things.,0.9989156723022461,0,0.248.0,2022-09-05 17:31:23,,,"[{'label': 'POSITIVE', 'score': 0.9989156723022461}]",POSITIVE
2,eb343d42-874c-4451-beff-4ad635d0b30f,Arcturus Gonzalez,https://play-lh.googleusercontent.com/a-/AFdZucpdArnLISLoMJRKO1_KPkCZexwVJxjinGljQsJbuno,Não consigo trocar de conta. Poderia ser mais simples o processo de trocar de conta pessoal para a conta enterprise.,0.9976327419281006,3,0.248.0,2022-09-05 11:08:13,We appreciate you taking the time to review the LinkedIn Learning app. We're sorry to hear you're experiencing this. Please email us at https://lnkd.in/gTDpRr6 and our team will look into it. Thank you! -JC,2020-02-04 01:24:59,"[{'label': 'NEGATIVE', 'score': 0.9976327419281006}]",NEGATIVE
3,7c6584e2-de0b-47e3-ad0c-0b3f6b2ae97e,Dorcas TGSC,https://play-lh.googleusercontent.com/a/AItbvmnoyyRL9eCiWttWoKR13Ni_CbgVF_woS9P6e1fE=mo,excellent,0.998656153678894,0,0.248.0,2022-09-05 01:47:03,,,"[{'label': 'POSITIVE', 'score': 0.998656153678894}]",POSITIVE
4,b7e35a66-c31c-4591-af12-02432e16a470,Nathan Roscup,https://play-lh.googleusercontent.com/a/AItbvmmX7Wcknc_oYHmQSbXMgH9gIbb-CVUTd1y9XNS9=mo,Really like the app but if using a Chromecast you dont get credit for watching videos... I guess that means either watch on PC or cell phone to get credit. Would be nice to have that fixed.,0.9966214895248413,0,0.248.0,2022-09-04 22:37:04,,,"[{'label': 'POSITIVE', 'score': 0.9966214895248413}]",POSITIVE
5,d50eab94-c071-4c97-bce0-6874b4c7beb2,Matt,https://play-lh.googleusercontent.com/a-/AFdZucpI4v9pjpW_YJyEgDWXfQa3tlC7qMkfiLfxkRQFhw,"It's decent. Would like to see daily goals with way more time options, calendar integration to schedule learning, reminders etc. Needs more gamification. Also dark mode",0.9921648502349854,0,0.248.0,2022-09-04 20:45:16,,,"[{'label': 'POSITIVE', 'score': 0.9921648502349854}]",POSITIVE
6,fe8975aa-cab6-4fad-a727-aee85c27462c,SAIRAM DONTHULA,https://play-lh.googleusercontent.com/a-/AFdZucr_IfUGD6CQph4Od9uXK2UukpS_pr6EDQQnNPkcqQ,Nice app 👌,0.9987530708312988,0,,2022-09-04 15:50:18,,,"[{'label': 'POSITIVE', 'score': 0.9987530708312988}]",POSITIVE
7,334cd986-dc26-41c5-b2c7-417d94ac8c92,Vatricia Hale,https://play-lh.googleusercontent.com/a-/AFdZucrcovFFPqhMLS8emkh56XJcvqAHdrwEWEUkzBLj,Need to develope privacy laws similar to HIPPA laws.,0.9842404127120972,0,0.244.9,2022-09-04 04:37:06,,,"[{'label': 'NEGATIVE', 'score': 0.9842404127120972}]",NEGATIVE
8,f5dc9d02-1ea2-4980-97b7-40b3e21e2012,The Hidden Gamers,https://play-lh.googleusercontent.com/a-/AFdZucol5wcfWwMv5vF506oWDzxy2dme1-wU5bXbAR58pg,super ❤❤ invertis university,0.9987015724182129,0,0.248.0,2022-09-03 22:54:24,,,"[{'label': 'POSITIVE', 'score': 0.9987015724182129}]",POSITIVE
9,1f95d2fd-c348-48a1-9830-c97f9d4c8126,Ahmed Mohamed Kamal Sayed,https://play-lh.googleusercontent.com/a/AItbvmmwEapY_sEalgj7P634Lg7ltJ8jKJ6lKbmvCY-O=mo,perfect,0.9985906481742859,0,0.247.1,2022-09-03 22:04:34,,,"[{'label': 'POSITIVE', 'score': 0.9985906481742859}]",POSITIVE
10,87aef965-dcb9-40cb-8e48-b3100a81f454,Tisey Soft,https://play-lh.googleusercontent.com/a-/AFdZucqGn6rTNusj2G0K088-ADYKNjN_QF2Ke52lUjc,videos take way too long to load.,0.999504566192627,0,0.248.0,2022-09-03 21:16:04,,,"[{'label': 'NEGATIVE', 'score': 0.999504566192627}]",NEGATIVE
11,f9de7c4f-d38a-4e91-85ce-492b18300283,Al-Amin Momodu,https://play-lh.googleusercontent.com/a-/AFdZucoyr6jNpSdfwjWZX8LbI-wdmKNrYoLbCDqJXzaBoEo,This is truly an epic,0.9987741112709045,0,0.248.0,2022-09-03 17:49:43,,,"[{'label': 'POSITIVE', 'score': 0.9987741112709045}]",POSITIVE
12,04f89227-ba29-4d76-8f12-6020a7f457ac,Oluwatobi Ibrahim,https://play-lh.googleusercontent.com/a-/AFdZucpMIpjUD1SXvu2YtLeIDNJK1YTzeWAh_hzpdrEnzw,Very resourceful and educative,0.9987861514091492,0,0.247.1,2022-09-03 09:02:21,,,"[{'label': 'POSITIVE', 'score': 0.9987861514091492}]",POSITIVE
13,f1fcb47f-e316-4fdb-acf4-e4f0a608587d,Prince Macauley,https://play-lh.googleusercontent.com/a-/AFdZucoqeWFtR4Kub3FGLXcK3A1ytv5v8QoiqjHZHis_nQ,"I love this help, is a nice learning platform",0.9989274144172668,0,0.235.0,2022-09-03 08:11:47,,,"[{'label': 'POSITIVE', 'score': 0.9989274144172668}]",POSITIVE
14,4567e08a-1935-4f78-9651-9b8182d2c595,Robin Brewster,https://play-lh.googleusercontent.com/a-/AFdZucrGosE6h91Ec8wliKEGiIvh0zXcN7hHbgYauM1S2g,Great program for beginners with help of over coming their self doubt,0.9988800883293152,0,0.248.0,2022-09-03 02:40:35,,,"[{'label': 'POSITIVE', 'score': 0.9988800883293152}]",POSITIVE
15,27aef9fe-9b14-4110-85a9-8558b57c8c4e,Станислав Иванов,https://play-lh.googleusercontent.com/a-/AFdZucoBHaBjf8cnKTXyLEC4RM_JETVdhSrcMcMoYDICpg,Awesome,0.9986000657081604,0,0.248.0,2022-09-03 02:24:54,,,"[{'label': 'POSITIVE', 'score': 0.9986000657081604}]",POSITIVE
16,b2c68e40-394b-4109-b01f-2cfb9b71ec22,Amin Matola,https://play-lh.googleusercontent.com/a-/AFdZucqtIJxF8BQmbRKIHnF53kCRX_WjI2yKjSL6a5xiXg,"I'd 5start this app, makes learning quite comfortable!!",0.9988940358161926,0,0.247.1,2022-09-02 21:22:10,,,"[{'label': 'POSITIVE', 'score': 0.9988940358161926}]",POSITIVE
17,e0f2fd8d-b255-4749-98ea-c2063d0b553c,Jessie Perpetua (Jeric),https://play-lh.googleusercontent.com/a-/AFdZucqCkLVoY4eQnkZgl1aPe-v_SrpSJqS24rjbJMse,Its very to have this kind of learning platform.,0.9987847208976746,0,0.224.4,2022-09-02 18:33:27,,,"[{'label': 'POSITIVE', 'score': 0.9987847208976746}]",POSITIVE
18,cfa6ca05-5fa7-440a-8364-64bf3925f15c,Yashika Tyagi,https://play-lh.googleusercontent.com/a-/AFdZucps9pCaAOzYoOaIvszG8MoJ0YJiCSde3c-YZ6vEIg,it's beautiful,0.9986640214920044,0,0.248.0,2022-09-02 18:09:43,,,"[{'label': 'POSITIVE', 'score': 0.9986640214920044}]",POSITIVE
19,66521fcb-3172-48a9-b951-649d7eccecee,kirti Jangid,https://play-lh.googleusercontent.com/a/AItbvmnF-Fb4berf3O9UCH3qBx9oswSmG8FHpx9Y_IjI=mo,This is good,0.998528003692627,0,,2022-09-02 12:21:18,,,"[{'label': 'POSITIVE', 'score': 0.998528003692627}]",POSITIVE
20,194dbec7-9c81-46b7-9d20-7857817ad44c,Ralph Brunner,https://play-lh.googleusercontent.com/a-/AFdZucpFk6LBrpYQh_4uL3vAvtMxlST_IeAUqOLrzDaugvo,Useful app for learning many topics. The trainers are mostly good. The video player works great with subtitles and speed control. Good for exploring new courses 🎓💻 Highly recommended 👍🏼😀,0.9989014863967896,1,0.248.0,2022-09-02 11:41:57,,,"[{'label': 'POSITIVE', 'score': 0.9989014863967896}]",POSITIVE
21,7178f88a-e6bc-4ea2-ab23-d03f6d12abe9,Yash,https://play-lh.googleusercontent.com/a-/AFdZucoLW6Pi8thjRc0V6AEdSrCOsZ15gIhBtyWWoVxxow,amazing platform for learners,0.9988515377044678,0,0.247.1,2022-09-02 11:34:40,,,"[{'label': 'POSITIVE', 'score': 0.9988515377044678}]",POSITIVE
22,184ca525-2298-4fa4-91dc-b0ee1e8c21c9,Kaitie J,https://play-lh.googleusercontent.com/a-/AFdZucpt2FYEhek8ULlBbl6wmDSja6yhYNt1gARVK696dw,so much to learn and not enough bandwidth to do it!,0.9984105825424194,0,0.247.1,2022-09-02 01:40:21,,,"[{'label': 'NEGATIVE', 'score': 0.9984105825424194}]",NEGATIVE
23,7741c396-3800-47a6-8a15-0851662e0d6d,georgina asamoah,https://play-lh.googleusercontent.com/a/AItbvmmlc4BcQ0bPsJerOSUgFNL0N5Ii4FVkkaBBV84=mo,Really profound and practical,0.9987315535545349,0,0.245.0,2022-09-01 22:49:01,,,"[{'label': 'POSITIVE', 'score': 0.9987315535545349}]",POSITIVE
24,3d325d6f-7d23-4ace-8e60-77a0e2311950,peter nyutu,https://play-lh.googleusercontent.com/a-/AFdZucpZRLxehzlErwlm1macURFgJmhdWAL1gZCx_IkTlA,Add more content from all fields,0.9928423166275024,0,0.247.1,2022-09-01 20:00:57,,,"[{'label': 'POSITIVE', 'score': 0.9928423166275024}]",POSITIVE
25,d99e6b00-5e50-478a-898c-a16c1aadedf6,kulpreet honey,https://play-lh.googleusercontent.com/a-/AFdZucrjlt-0RnXimT-L1Y_LexsNmXEjSMR_0cA6OQEjCA,great app for free learning and education,0.9988242983818054,0,0.209.5,2022-09-01 18:36:13,,,"[{'label': 'POSITIVE', 'score': 0.9988242983818054}]",POSITIVE
26,0c380818-09b5-4bae-874d-fd7b84a1bcb8,YADATI VISHNU TEJA,https://play-lh.googleusercontent.com/a/AItbvmkJvUzCbYVytCyZCvNrs-nbVsauhOSg7vAnwP1s=mo,The app content is great. There need to be an option to download video on web too.,0.997908353805542,0,,2022-09-01 16:49:26,,,"[{'label': 'POSITIVE', 'score': 0.997908353805542}]",POSITIVE
27,a98a6ca0-d9b1-4003-b450-f33a6da19273,Sam ng,https://play-lh.googleusercontent.com/a/AItbvmnQAV0QSqCClHvmBYtSW06M2VuN-Nl0uFwBCjX5=mo,Why all teachers start s there own codewhy they dont line line by execution then how bigners will understand what u did before all come with project and they will explain some topics please improve everyone wants learn from scratch not from top level I think youtube is for better then your content all are rethinking in advance way then how bigners and learners will learn,0.9974572062492371,0,,2022-09-01 13:19:08,,,"[{'label': 'NEGATIVE', 'score': 0.9974572062492371}]",NEGATIVE
28,bf46dc9c-5312-4a4f-9b1f-9df91bf4e00c,Lee T,https://play-lh.googleusercontent.com/a-/AFdZucoLhwVHREjTA9zV88xny8H_0T2_acayUPBSGS60MO8,"Downloaded courses are buggy. Might show as downloaded, but doesn't actually load when selected.",0.999495267868042,0,0.247.1,2022-09-01 10:43:05,,,"[{'label': 'NEGATIVE', 'score': 0.999495267868042}]",NEGATIVE
29,95ac2417-f330-47b1-8b45-edbc268917a2,Sujan Bajracharya,https://play-lh.googleusercontent.com/a-/AFdZucrxF84k1OdN0oIuTV_ejllcMEtXaa99Q7cFeMgUGjs,absolutely 💯,0.9984859824180603,0,0.247.1,2022-08-31 22:58:08,,,"[{'label': 'POSITIVE', 'score': 0.9984859824180603}]",POSITIVE
30,acade4fc-5966-4f9e-907f-72c4ca704c61,Ben Shekari,https://play-lh.googleusercontent.com/a-/AFdZucoMHnr-cpLqVp9DgLS81JlZa11hUTjnzK9T5tYl,Great Experience,0.9987623691558838,0,0.244.9,2022-08-31 17:00:37,,,"[{'label': 'POSITIVE', 'score': 0.9987623691558838}]",POSITIVE
31,0932f429-1143-45b6-a711-2a188c97ed8b,Brian T,https://play-lh.googleusercontent.com/a/AItbvmnbfnL-f1i6GcGafKq5aNMe98PhZ8p-ZrQOSTLF=mo,Garbage app. It lets let sign in and then asks for my interest but I cannot proceed any further. No accept button. Nothing to advance my progress. It forces you to select interest. So I cannot use this app,0.9995068311691284,0,0.247.1,2022-08-30 22:50:28,,,"[{'label': 'NEGATIVE', 'score': 0.9995068311691284}]",NEGATIVE
32,0c5b24bd-48ad-4978-814a-8c266b7db2e1,Kainat Tahira,https://play-lh.googleusercontent.com/a-/AFdZuco8tyKHueH3QC0QUvlCMSSN9DjG8nfr5jdPI1-r1Z0,good platform to learn,0.998816967010498,0,0.245.0,2022-08-30 14:30:08,,,"[{'label': 'POSITIVE', 'score': 0.998816967010498}]",POSITIVE
33,b41991ef-6af0-4605-83dd-6fc5b030380e,pradip Verma,https://play-lh.googleusercontent.com/a-/AFdZucosthj6WSZTvWRoQOHAoVAU1V5xzlv6VPbjDBi6,Totaly worst app Because his premium membership are very high.,0.9994959831237793,1,,2022-08-30 11:52:54,,,"[{'label': 'NEGATIVE', 'score': 0.9994959831237793}]",NEGATIVE
34,9321148f-2208-4a89-896a-17ee03898597,4007 Ahamed Kabeer,https://play-lh.googleusercontent.com/a/AItbvmmxKrCZo7GZvEq7r1_45FK3Y2fk4WD1zyMTDjrKkQ=mo,Good app,0.9987263083457947,0,0.245.0,2022-08-30 11:45:03,,,"[{'label': 'POSITIVE', 'score': 0.9987263083457947}]",POSITIVE
35,8d0f3162-7c58-4551-b443-6eb51df39086,Zaw Win Naing,https://play-lh.googleusercontent.com/a-/AFdZucp6oYFcvO49zFTqVMCWiKcIzAfXpYi_-EMk3caf,short and insightful,0.9987460374832153,0,0.245.0,2022-08-30 07:15:26,,,"[{'label': 'POSITIVE', 'score': 0.9987460374832153}]",POSITIVE
36,231a24ea-072a-47c7-a654-1bec21b19a6c,Borislav Perikliev,https://play-lh.googleusercontent.com/a-/AFdZucp7Qd6mwOqNYVKWuT0i3gf7UmnKhNNAzF5gOjPh,Nothing special. Could've been better.,0.9979079961776733,0,,2022-08-30 04:35:54,,,"[{'label': 'NEGATIVE', 'score': 0.9979079961776733}]",NEGATIVE
37,1ae7dd72-0c65-443a-b79a-e3b998771bb1,Md Al-Amin Chowdhury,https://play-lh.googleusercontent.com/a-/AFdZucrpKPc8UZUCFBqzZ8voP_xw4qsJwpmfKDCLB3IZag,It's awesome,0.9986370205879211,0,0.245.0,2022-08-30 02:01:47,,,"[{'label': 'POSITIVE', 'score': 0.9986370205879211}]",POSITIVE
38,e74c1a0e-4e58-4996-a2ca-1b75ecb0a78d,mulungi simon,https://play-lh.googleusercontent.com/a/AItbvmlGmkvSmVZgpk0NifCXsJLAugXDn_4Dwvbo1FKD=mo,Excellent learning app,0.9987700581550598,0,0.245.0,2022-08-30 01:55:49,,,"[{'label': 'POSITIVE', 'score': 0.9987700581550598}]",POSITIVE
39,df8864a6-4729-4a0e-9433-13153fd64f68,Dalya Salah,https://play-lh.googleusercontent.com/a-/AFdZucqeEeHvnonpYG6ObXgk04cPvCIuAOjruv6lXc4ulg,Nice content but i will give only two stars as my finished courses cannot be accessed cause I cancelled subscription..... I mean since i finished sth I have the right to access it and to download my certificate any time I want .. and moreover.. what's the point behind downloading a course if I cannot access it after I cancel my suscription.... if you wanna block anything after canceling suscribtion .. block having new untaken courses,0.999467670917511,20,0.247.1,2022-08-30 01:29:08,,,"[{'label': 'NEGATIVE', 'score': 0.999467670917511}]",NEGATIVE
40,5466f131-4b22-472a-88fc-afe32c264a25,Magnus Spamer,https://play-lh.googleusercontent.com/a-/AFdZucqz-m4xZ0R6uHDTPP1R0KqfdmKQgwc-rPWF8-nCwg,Changing my review. It would be great if the courses that were finished would stay unlocked as a type of rewards system.,0.9918639659881592,1,0.131.3,2022-08-29 23:55:58,,,"[{'label': 'POSITIVE', 'score': 0.9918639659881592}]",POSITIVE
41,18ba83e6-1de1-4d9e-bd72-c7364fc86ff4,Mukhtar,https://play-lh.googleusercontent.com/a/AItbvmla8xuoGhnWYnzCAskH5z4bqcZdvOPTj_9nSQEh-A=mo,app doesn't work without internet. it just keeps loading till eternity,0.9993270635604858,0,,2022-08-29 23:01:03,,,"[{'label': 'NEGATIVE', 'score': 0.9993270635604858}]",NEGATIVE
42,8b863a71-ce40-4ca2-aa7f-7d3d92606397,justine Ugonna Ezedigwe,https://play-lh.googleusercontent.com/a-/AFdZucqtbHxID9tD0Kbw162d0d9xgd1HN3T_Zq4h9CkZDWk,Detailed content and experience,0.9987826943397522,0,0.245.0,2022-08-29 20:28:46,,,"[{'label': 'POSITIVE', 'score': 0.9987826943397522}]",POSITIVE
43,03e62e6d-280d-427e-ba78-1166a5ca675c,trylks is trylks,https://play-lh.googleusercontent.com/a-/AFdZucptAvgOKHYyFY2Fx_ToTabC87snWqOQ9gvFgX_n,“course” = video (ok-ish) + quiz (trivial) + certificate (useless),0.9994972944259644,0,0.246.1,2022-08-29 17:20:42,,,"[{'label': 'NEGATIVE', 'score': 0.9994972944259644}]",NEGATIVE
44,79ac9637-45dc-48e5-bcc9-22efd85ea507,UBONG JOHN,https://play-lh.googleusercontent.com/a-/AFdZucpOnUaqR2la4DN1M2MyvlbVNdSvZ5kHPyOAILAC,Awesome,0.9986000657081604,0,0.245.0,2022-08-28 13:34:00,,,"[{'label': 'POSITIVE', 'score': 0.9986000657081604}]",POSITIVE
45,d116ef34-0493-4ade-be9c-bea9dcbac188,Sami Nesibu,https://play-lh.googleusercontent.com/a/AItbvmksSXZN1m0TfuWK-NoIdTh7VUuKWSaX_1RR656W=mo,very interesting,0.9980165958404541,0,0.247.1,2022-08-28 12:13:48,,,"[{'label': 'POSITIVE', 'score': 0.9980165958404541}]",POSITIVE
46,273d9d08-d248-4d39-9c1a-b139b689fb34,ha mulan,https://play-lh.googleusercontent.com/a-/AFdZucoO1OpszP9e5fkhw-h20uK9fXjehTG9NYtejF_iFw,this helps me a lot on studying and preparing for upcoming position.,0.9988551139831543,0,0.247.1,2022-08-28 10:48:39,,,"[{'label': 'POSITIVE', 'score': 0.9988551139831543}]",POSITIVE
47,e74b70a0-41c3-4bd6-9dbf-7fbdf00b6ce9,sinobom onako,https://play-lh.googleusercontent.com/a/AItbvmluLjBWS1jcT5Nr_omcK_766mpqKong73UzekpB=mo,I can't view my certificate,0.9994551539421082,0,0.247.1,2022-08-28 08:51:59,,,"[{'label': 'NEGATIVE', 'score': 0.9994551539421082}]",NEGATIVE
48,560d591a-83c8-4720-ab52-f5c9c269fdbf,Hemantha Gunathilaka,https://play-lh.googleusercontent.com/a-/AFdZucq8w-rvSqvziQakYS9CEB6kuxzURuWyuzp5e3zk1w,This Great... Really helpful... Thanks.,0.9987364411354065,0,0.245.0,2022-08-27 22:51:19,,,"[{'label': 'POSITIVE', 'score': 0.9987364411354065}]",POSITIVE
49,deaf226a-4df2-4f79-92fd-eb803c162108,John Mwaura K,https://play-lh.googleusercontent.com/a-/AFdZucojOyamFxCj5IymCDjxpqw0GvsxUQCDIXC_5cey,Good,0.9984152317047119,0,0.247.1,2022-08-27 18:13:07,,,"[{'label': 'POSITIVE', 'score': 0.9984152317047119}]",POSITIVE
50,cafe723b-34f2-4ce7-8b96-c1ea462df395,Pankaj Yadav,https://play-lh.googleusercontent.com/a-/AFdZucphl1tUjNKeJtOw09ZFHf4-p13SpLCaeNgGeFRx,Content is less if we compare with Udemy but whatever it is ...it is of good quality. suggesting to increase contents on particular domains.,0.9986679553985596,1,0.245.0,2022-08-27 14:16:39,,,"[{'label': 'POSITIVE', 'score': 0.9986679553985596}]",POSITIVE
51,53877770-2000-4c62-9430-d2cb78f1bc20,Deneke Lera,https://play-lh.googleusercontent.com/a-/AFdZucp3qUEuSnyy7QXCFWVZCzLNntxdwsw5ZleUKFzIjA,My main Carter goal is to learn every day. I really want to learn and to progress in my career. Taking this course will help me to learn and study this SAP ERP system Training and also to implement it. It can help me advancing my knowledge. This course will boost my job prospects after graduation from my institute. It will help perform better in understanding and learning this technology and give me an edge over my competitors.,0.9988371729850769,5,0.245.0,2022-08-27 13:46:14,,,"[{'label': 'POSITIVE', 'score': 0.9988371729850769}]",POSITIVE
